Word,Word-ID,Syn-ID,Synonym,CEFR,Strength,Syllabel,Word family,Meaning,Onset for first letter,Onset for second letter
simple,16577,10478,intelligible,-1,1,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,16577,11503,uncomplicated,-1,3,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,16577,12515,facile,-1,1,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,16577,12560,walkover,-1,2,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,16577,13842,lucid,-1,1,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,16577,21972,plain,3,3,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,16577,22035,mild,5,1,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,16577,22686,smooth,3,3,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,1496,312,clean,1,3,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,1496,474,light,3,2,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,1496,532,quiet,2,3,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,1496,3263,effortless,-1,1,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,1496,4969,elementary,4,3,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,1496,5165,manageable,-1,1,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,1496,7143,unmistakable,-1,1,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,1496,8549,transparent,4,3,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,1496,10175,cinch,-1,2,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,1496,10478,intelligible,-1,1,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,1496,11503,uncomplicated,-1,3,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,1496,12515,facile,-1,1,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,1496,12560,walkover,-1,2,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,1496,13842,lucid,-1,1,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,1496,21972,plain,3,3,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,1496,22035,mild,5,1,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,1496,22686,smooth,3,3,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,25964,312,clean,1,1,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,25964,474,light,3,2,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,25964,532,quiet,2,1,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,25964,3263,effortless,-1,3,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,25964,4969,elementary,4,1,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,25964,5165,manageable,-1,3,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,25964,7143,unmistakable,-1,3,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,25964,8549,transparent,4,1,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,25964,10175,cinch,-1,2,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,25964,10478,intelligible,-1,3,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,25964,11503,uncomplicated,-1,1,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,25964,12515,facile,-1,3,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,25964,12560,walkover,-1,2,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,25964,13842,lucid,-1,3,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,25964,25466,plain,3,1,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,25964,25495,mild,5,3,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,25964,25905,smooth,3,1,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,25964,31630,straightforward,4,1,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,25964,32165,snap,6,2,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,25964,34754,self-explanatory,-1,3,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,22754,312,clean,1,1,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,22754,474,light,3,2,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
simple,22754,532,quiet,2,1,1,simple,"{'Noun': ['any herbaceous plant having medicinal properties', 'a person lacking intelligence or common sense'], 'Adjective': ['having few parts; not complex or complicated or involved', 'easy and not involved or complicated', 'apart from anything else; without additions or modifications', 'exhibiting childlike simplicity and credulity', 'lacking mental capacity and subtlety', '(botany', 'unornamented']}","['dimple', 'pimple', 'rimple', 'simple', 'wimple']",cample;sample;wample;dimple;pimple;rimple;simple;wimple;dumple;pumple;rumple;sumple
